txtDescricaoModalidade,codEmpresa,codTipoContratacao,valReajustes,codProcesso,codModalidade,datVigencia,datAssinaturaContrato,valAditamentos,codContrato,valLiquidado,codOrgao,valPago,valAnulacao,valEmpenhadoLiquido,valTotalEmpenhado,anoContrato,numOriginalContrato,txtDescricaoOrgao,valAnuladoEmpenho,datPublicacaoContrato,txtRazaoSocial,valPrincipal,txtTipoContratacao,txtObjetoContrato,coletado
Inexigibilidade,1.0,30,0.0,6025202000075185,7,30/08/2020,,0.0,9229,5000.0,25.0,5000.0,0.0,5000.0,5000.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5000.0,Nota de Empenho para Fornecimento de Serviços,"SMC - integrar a Comissão de Seleção nos termos do Edital de Credenciamento do Programa Jovem Monitor Cultural  - Edição 2020/2021, da Supervisão de Formação Cultural  nº 15/2020 - SMC/CFOC/SFC.",03/09/21
Pregão,1.0,2,0.0,6047202000002013,12,31/07/2021,,0.0,9230,9682.0,60.0,9682.0,0.0,19306.05,28877.9,2020,,Subprefeitura Parelheiros,9571.85,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,33644.16,Termo de Contrato - Serviços,SUB-PA - PRESTAÇÃO DE SERVIÇOS DE MOTOFRETE,03/09/21
Inexigibilidade,1.0,30,0.0,6025202000076793,7,08/06/2020,,0.0,9231,2800.0,25.0,2800.0,0.0,2800.0,2800.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2800.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO:  Contação de histórias - Mestre Valdeck de Garanhuns - Mestre Valdeck de Garanhuns conta... - Cultura Online.

",03/09/21
Dispensa de Licitação,1.0,2,0.0,6066202000024185,6,05/09/2020,,1670625.0,9232,5011875.0,37.0,5011875.0,0.0,5011875.0,5011875.0,2020,,Secretaria Municipal de Desenvolvimento Urbano,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3341250.0,Termo de Contrato - Serviços,"“Contratação direta, nos termos do artigo 24, inciso IV, Lei Federal n. 8.666/93, suas alterações e demais normas complementares, em especial a Lei Federal n. 13.979/2020 e Decreto Municipal n. 59.283/2020, de 55.000 (cinquenta e cinco mil) Cestas de suprimento alimentar, destinadas à população em situação de extrema vulnerabilidade, residente no município de São Paulo, em razão da pandemia por COVID-19.”
",03/09/21
Inexigibilidade,1.0,30,0.0,6025202000077234,7,08/06/2020,,0.0,9233,2100.0,25.0,2100.0,0.0,2100.0,2100.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2100.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO: Espetáculo Musical / Show - Tinta Preta - TINTA PRETA.

",03/09/21
Inexigibilidade,1.0,30,0.0,6025202000080413,7,11/06/2020,,0.0,9234,700.0,25.0,700.0,0.0,700.0,700.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,700.0,Nota de Empenho para Fornecimento de Serviços,"SMC - ONLINE - CCM SAO MATEUS -  Intervenção Visual - - Produzir Fanzine  - ""Projeto Cultura Online"" - Chamado, conforme proposta e programação oficial do evento - Transmissão Online.",03/09/21
Inexigibilidade,1.0,30,0.0,6025202000077196,7,09/06/2020,,0.0,9235,700.0,25.0,700.0,0.0,700.0,1400.0,2020,,Secretaria Municipal de Cultura,700.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,700.0,Nota de Empenho para Fornecimento de Serviços,"Objeto: Contratação artística de Ana Flávia Magalhães Pinto para realização da palestra no evento online ""História na Mário: Histórias de Liberdade"".

",03/09/21
Dispensa de Licitação,1.0,5,0.0,6052202000003041,6,29/06/2020,,0.0,9236,222.3,45.0,222.3,0.0,222.3,222.3,2020,,Subprefeitura Santana/Tucuruvi,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,222.3,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,aquisição de material de informática,03/09/21
Inexigibilidade,1.0,30,0.0,6025202000076637,7,09/06/2020,,0.0,9237,6300.0,25.0,6300.0,0.0,6300.0,6300.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,6300.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO Transmissão online   Show - Ôncalo - Na pista, a ser realizado em 10/06/2020, totalizando 1 apresentações conforme proposta/cronograma.

",03/09/21
Inexigibilidade,1.0,30,0.0,6025202000034322,7,09/06/2020,,0.0,9238,3500.0,25.0,3500.0,0.0,3500.0,3500.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3500.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO: Sarau - Cultura Online, conforme proposta e programação oficial do evento.

",03/09/21
Não Aplicável,1.0,22,0.0,6024202000005726,8,29/06/2025,,16320.0,9239,740537.37,93.0,689473.7,0.0,893728.38,923434.08,2020,108/2020,Fundo Municipal de Assistência Social,29705.7,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2943500.4,Termo de Colaboração - Lei Federal 13.019/2014,CELEBRAÇÃO - CCA - MB,03/09/21
Inexigibilidade,1.0,5,0.0,6018202000167952,7,30/12/2020,,0.0,9240,101200.0,84.0,101200.0,0.0,101200.0,101200.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,101200.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de 23.000 (vinte e três mil) cartões físicos que serão utilizados nas recargas de créditos eletrônicos pelos Beneficiários do Programa de Proteção Á Saúde da Gestante e do Recém Nascido - Mãe Paulistana.,03/09/21
Dispensa de Licitação,1.0,5,0.0,6018201900781713,6,06/08/2020,,0.0,9241,6670.0,84.0,6670.0,0.0,6670.0,6670.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,6670.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,aquisição de 46 (quarenta e seis) unidades de Ventilador de parede para as unidades de saúde pertencentes à Coordenadoria Regional de Saúde Sul. ,03/09/21
Inexigibilidade,1.0,2,0.0,6016202000472746,7,08/06/2022,,80886.0,9242,88572.0,16.0,88572.0,0.0,131394.0,131760.0,2020,002/DRE-PE/2020,Secretaria Municipal de Educação,366.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,90000.0,Termo de Contrato - Serviços,CONTRATAÇÃO DE INSTRUTOR DE LIBRAS,03/09/21
Inexigibilidade,1.0,30,0.0,6025202000075223,7,30/08/2020,,0.0,9243,5000.0,25.0,5000.0,0.0,5000.0,5000.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5000.0,Nota de Empenho para Fornecimento de Serviços,"SMC - Comissão de Seleção nos termos do Edital de Credenciamento do Programa Jovem Monitor Cultural  - Edição 2020/2021, da Supervisão de Formação Cultural  nº 15/2020 - SMC/CFOC/SFC",03/09/21
Inexigibilidade,1.0,30,0.0,6025202000075215,7,30/08/2020,,0.0,9244,5000.0,25.0,5000.0,0.0,5000.0,5000.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5000.0,Nota de Empenho para Fornecimento de Serviços,"SMC - Integrar a Comissão de Seleção nos termos do Edital de Credenciamento do Programa Jovem Monitor Cultural  - Edição 2020/2021, da Supervisão de Formação Cultural  nº 15/2020 - SMC/CFOC/SFC.",03/09/21
Inexigibilidade,1.0,30,0.0,6025202000075169,7,30/08/2020,,0.0,9245,5000.0,25.0,5000.0,0.0,5000.0,5000.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5000.0,Nota de Empenho para Fornecimento de Serviços,"SMC - integrar a Comissão de Seleção nos termos do Edital de Credenciamento do Programa Jovem Monitor Cultural  - Edição 2020/2021, da Supervisão de Formação Cultural  nº 15/2020 - SMC/CFOC/SFC.",03/09/21
Pregão,1.0,2,0.0,6016202000382402,12,06/10/2020,,0.0,9246,481138.0,16.0,481138.0,0.0,481138.0,481138.0,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,481138.0,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Dispensa de Licitação,1.0,5,0.0,6018202000247166,6,11/07/2020,,0.0,9247,16536.0,84.0,16536.0,0.0,16536.0,16536.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,16536.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"COVID19i-DVE/DVZ: SWAB ESTERIL, HASTE PLASTICA, PONTA DE RAYON",03/09/21
Pregão,1.0,2,0.0,6016202000373110,12,06/10/2020,,0.0,9248,472368.88,16.0,472368.88,0.0,472416.71,472416.71,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,472416.71,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Inexigibilidade,1.0,30,0.0,6025202000075177,7,30/08/2020,,0.0,9249,5000.0,25.0,5000.0,0.0,5000.0,5000.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5000.0,Nota de Empenho para Fornecimento de Serviços,"SMC - integrar a Comissão de Seleção nos termos do Edital de Credenciamento do Programa Jovem Monitor Cultural  - Edição 2020/2021, da Supervisão de Formação Cultural  nº 15/2020 - SMC/CFOC/SFC. ",03/09/21
Pregão,1.0,2,0.0,6016202000267999,12,06/10/2020,,0.0,9250,592454.67,16.0,592454.67,0.0,718421.88,718421.88,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,718421.88,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,5,0.0,6018201900548890,12,13/07/2020,,0.0,9251,18240.54,84.0,18240.54,0.0,18240.54,18240.54,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,18240.54,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,DVZ/DVPSIS/DAF: MOBILIÁRIO,03/09/21
Pregão,1.0,5,0.0,6018202000241877,12,01/07/2020,,0.0,9252,105002.1,84.0,105002.1,0.0,105002.1,105002.1,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,105002.1,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS-CDMEC AQUISIÇÃO DE FINASTERIDA 5 MG COMPRIMIDO - RECURSO 1168

",03/09/21
Pregão,1.0,2,0.0,6016202000267930,12,06/10/2020,,0.0,9253,572822.4,16.0,572822.4,0.0,572822.4,572822.4,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,572822.4,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,2,0.0,6016202000267921,12,06/10/2020,,0.0,9254,529967.61,16.0,529967.61,0.0,529967.61,529967.61,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,529967.61,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,5,0.0,6018202000243489,12,29/06/2020,,0.0,9255,540300.0,84.0,540300.0,0.0,540300.0,540300.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,540300.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS-CDMEC AQUISIÇÃO DE BIPERIDENO CLORIDRATO 2 MG COMPRIMIDO - RECURSO 1168
",03/09/21
Pregão,1.0,2,0.0,6016202000276262,12,06/10/2020,,0.0,9256,364692.36,16.0,364692.36,0.0,405567.32,405567.32,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,405567.32,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,5,0.0,6018201900548890,12,13/07/2020,,0.0,9257,3743.0,84.0,3743.0,0.0,3743.0,3743.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3743.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,DVPSIS-LCQS: MOBILIARIO,03/09/21
Pregão,1.0,5,0.0,6018202000287400,12,29/06/2020,,0.0,9258,639000.0,84.0,639000.0,0.0,639000.0,639000.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,639000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS-CDMEC AQUISIÇÃO DE ESPIRONOLACTONA 25 MG COMPRIMIDO - RECURSO 1168
",03/09/21
Pregão,1.0,2,0.0,6016202000276700,12,06/10/2020,,0.0,9259,302841.08,16.0,302841.08,0.0,302841.08,394274.51,2020,,Secretaria Municipal de Educação,91433.43,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,394274.51,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,5,0.0,6018201900548890,12,09/07/2020,,0.0,9260,35626.09,84.0,35626.09,0.0,35626.09,35626.09,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,35626.09,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,DVPSIS-LCQS: MOBILIARIO,03/09/21
Inexigibilidade,1.0,30,0.0,6025202000075193,7,30/08/2020,,0.0,9261,5000.0,25.0,5000.0,0.0,5000.0,5000.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5000.0,Nota de Empenho para Fornecimento de Serviços,"SMC -  integrar a Comissão de Seleção nos termos do Edital de Credenciamento do Programa Jovem Monitor Cultural  - Edição 2020/2021, da Supervisão de Formação Cultural  nº 15/2020 - SMC/CFOC/SFC",03/09/21
Pregão,1.0,5,0.0,6018202000333097,12,29/06/2020,,0.0,9262,172224.0,84.0,172224.0,0.0,172224.0,172224.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,172224.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS/CDMEC+SAMU - ALCOOL ETILICO 70% (P/P) SOLUCAO FRASCO 1 L - ATA DE RP 190/2020 SMS.G
",03/09/21
Pregão,1.0,2,0.0,6016202000277005,12,06/10/2020,,0.0,9263,253008.58,16.0,253008.58,0.0,397717.32,397717.32,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,397717.32,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,5,0.0,6018201900548890,12,13/07/2020,,0.0,9264,11148.99,84.0,11148.99,0.0,11148.99,11148.99,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,11148.99,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,DVPSIS/DVPSIS-LCQS/DAF: MOBILIARIO,03/09/21
Pregão,1.0,2,0.0,6016202000360077,12,06/10/2020,,0.0,9265,211274.49,16.0,211274.49,0.0,273427.2,273427.2,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,273427.2,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão.,03/09/21
Pregão,1.0,2,0.0,6016202000376070,12,06/10/2020,,0.0,9266,266260.42,16.0,266260.42,0.0,266260.42,266260.42,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,266260.42,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,2,0.0,6016202000277080,12,06/10/2020,,0.0,9267,174628.85,16.0,174628.85,0.0,369633.87,369633.87,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,369633.87,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,2,0.0,6016202000360093,12,06/10/2020,,0.0,9268,213178.43,16.0,213178.43,0.0,213178.43,276035.75,2020,,Secretaria Municipal de Educação,62857.32,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,276035.75,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão.,03/09/21
Pregão,1.0,5,0.0,6018202000327461,12,,,0.0,9269,0.0,84.0,0.0,0.0,0.0,0.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,10960.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS/CDMEC - SWAB, ALCOOL 70%, P/ ANTI-SEPSIA DE PELE, P/ INJEÇÕES E PUNÇÕES - ATA DE REGISTRO DE PREÇO nº 247/2019-SMS.G
",03/09/21
Pregão,1.0,2,0.0,6016202000359745,12,06/10/2020,,0.0,9270,105322.52,16.0,105322.52,0.0,105322.52,105667.7,2020,,Secretaria Municipal de Educação,345.18,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,105667.7,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,5,0.0,6018202000327461,12,23/06/2020,,0.0,9271,10960.0,84.0,10960.0,0.0,10960.0,10960.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,10960.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS/CDMEC - SWAB, ALCOOL 70%, P/ ANTI-SEPSIA DE PELE, P/ INJEÇÕES E PUNÇÕES - ATA DE REGISTRO DE PREÇO nº 247/2019-SMS.G
",03/09/21
Pregão,1.0,2,0.0,6016202000373276,12,06/10/2020,,0.0,9272,502493.18,16.0,502493.18,0.0,502493.18,502493.18,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,502493.18,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão.,03/09/21
Pregão,1.0,2,0.0,6016202000359818,12,,,0.0,9273,0.0,16.0,0.0,0.0,0.0,0.0,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,180800.91,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,2,0.0,6016202000373977,12,06/10/2020,,0.0,9274,278620.69,16.0,278620.69,0.0,278620.69,278620.69,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,278620.69,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão.,03/09/21
Pregão,1.0,2,0.0,6016202000382380,12,06/10/2020,,0.0,9275,298314.51,16.0,298314.51,0.0,298314.51,298314.51,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,298314.51,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Inexigibilidade,1.0,30,0.0,6025202000075207,7,30/08/2020,,0.0,9276,5000.0,25.0,5000.0,0.0,5000.0,5000.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5000.0,Nota de Empenho para Fornecimento de Serviços,"SMC - integrar a Comissão de Seleção nos termos do Edital de Credenciamento do Programa Jovem Monitor Cultural  - Edição 2020/2021, da Supervisão de Formação Cultural  nº 15/2020 - SMC/CFOC/SFC.",03/09/21
Pregão,1.0,2,0.0,6016202000352031,12,06/10/2020,,0.0,9277,826940.25,16.0,826940.25,0.0,826940.97,826940.97,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,826940.97,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,2,0.0,6016202000375899,12,06/10/2020,,0.0,9279,620629.71,16.0,620629.71,0.0,620629.71,620629.71,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,620629.71,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão.,03/09/21
Pregão,1.0,2,0.0,6016202000374159,12,06/10/2020,,0.0,9280,575551.51,16.0,575551.51,0.0,575551.51,575551.51,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,575551.51,Termo de Contrato - Serviços," Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão

 ",03/09/21
Pregão,1.0,2,0.0,6016202000268006,12,06/10/2020,,0.0,9281,459668.62,16.0,459668.62,0.0,471773.91,471773.91,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,471773.91,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão.,03/09/21
Pregão,1.0,2,0.0,6016202000316108,12,06/10/2020,,0.0,9282,494672.8,16.0,494672.8,0.0,494672.8,494672.8,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,494672.8,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,5,0.0,6018202000324667,12,28/06/2020,,0.0,9283,634800.0,84.0,634800.0,0.0,634800.0,634800.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,634800.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS-CDMEC-AQUISIÇÃO DE MICONAZOL NITRATO 20 MG/G (2%) CREME VAGINAL BISNAGA 80 G - ATA DE REGISTRO DE PREÇO nº 239/2019-SMS.G
",03/09/21
Pregão,1.0,2,0.0,6016202000374256,12,06/10/2020,,0.0,9284,875956.82,16.0,875956.82,0.0,875956.82,875956.82,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,875956.82,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,2,0.0,6016202000315926,12,06/10/2020,,0.0,9285,656429.24,16.0,656429.24,0.0,665166.96,665166.96,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,665166.96,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Inexigibilidade,1.0,30,0.0,6025202000075231,7,30/08/2020,,0.0,9286,5000.0,25.0,5000.0,0.0,5000.0,5000.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5000.0,Nota de Empenho para Fornecimento de Serviços,"SMC - integrar a Comissão de Seleção nos termos do Edital de Credenciamento do Programa Jovem Monitor Cultural  - Edição 2020/2021, da Supervisão de Formação Cultural  nº 15/2020 - SMC/CFOC/SFC.",03/09/21
Pregão,1.0,2,0.0,6016202000315810,12,06/10/2020,,0.0,9287,771976.62,16.0,771976.62,0.0,771976.62,771976.62,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,771976.62,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,5,0.0,6018202000262475,12,28/06/2020,,0.0,9288,56700.0,84.0,56700.0,0.0,56700.0,113400.0,2020,,Fundo Municipal de Saúde,56700.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,56700.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS-SAMU AQUISIÇÃO DE AGULHA, PUNÇÃO, INTRAÓSSEA, DESCARTÁVEL, ESTÉRIL - RECURSO 1168
",03/09/21
Pregão,1.0,2,0.0,6016202000454667,12,06/10/2020,,0.0,9289,122863.94,16.0,122863.94,0.0,211503.83,211503.83,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,211503.83,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Inexigibilidade,1.0,30,0.0,6016202000427520,7,29/12/2020,,0.0,9291,21000.0,16.0,21000.0,0.0,21000.0,21000.0,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,21000.0,Nota de Empenho para Fornecimento de Serviços,Contratação de Assessoria Técnica para o Programa Jogos de Tabuleiro,03/09/21
Pregão,1.0,2,0.0,6016202000267182,12,06/10/2020,,0.0,9292,303053.17,16.0,303053.17,0.0,303053.17,303053.17,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,303053.17,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,2,0.0,6016202000374310,12,06/10/2020,,0.0,9293,379786.48,16.0,379786.48,0.0,379786.48,379786.48,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,379786.48,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão.,03/09/21
Pregão,1.0,2,0.0,6016202000316167,12,06/10/2020,,0.0,9294,788333.55,16.0,788333.55,0.0,788333.55,788333.55,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,788333.55,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Dispensa de Licitação,1.0,5,0.0,6027202000037756,6,22/06/2021,,0.0,9295,14603.04,27.0,14603.04,0.0,14603.04,31031.46,2020,,Secretaria Municipal do Verde e do Meio Ambiente,16428.42,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,14603.04,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição com Fornecimento de Carnes e Aves para alimentação dos animais atendidos pela Divisão da Fauna Silvestre.,03/09/21
Pregão,1.0,2,0.0,6016202000360034,12,06/10/2020,,0.0,9296,324940.75,16.0,324940.75,0.0,358915.13,358915.13,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,358915.13,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Não Aplicável,1.0,53,0.0,6074201900022885,8,29/06/2020,,0.0,9297,0.0,34.0,0.0,0.0,0.0,0.0,2020,,Secretaria Municipal de Direitos Humanos e Cidadania,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,960.99,Nota de Empenho - Multas de Trânsito / Outras,PAGAMENTO DE MULTA - DESPESA DE EXERCÍCIOS ANTERIORES  - ÔNIBUS DE USO DA COORDENAÇÃO DE POLÍTICAS PARA MULHERES - RENAVAM 01076589135 - PLACA GAB843 - DESPACHO RATIFICADO NA DATA 18/03/2020 E PUBLICADO NA DATA 20/03/2020 PÁG 04 DO DOC,03/09/21
